tweet_id,cleaned_text,label
ZQEJIW9G,user average people complain live long release tension increase immunity boost health,positif
BOL3Q5TN,potomac horse fever vaccine be nt protective decrease severity duration disease,négatif
ZU3PQX39,disneyland riddled measle via user boycottdisneyland,négatif
IJGWGN0B,penn teller graphic illustration vaccine safety beware graphic language,négatif
YGW45CAZ,magic purple pill er immunity take care key ingredient elderberry extract health hutt,positif
LOIWR9C3,learn vaccine medicine safety network screen exposure pregnancy cdcgrandround friendsncbddd,négatif
1ULAOBVT,user cdc high number u measle case since thank spread word jenny mccarthy,positif
QISV5KF5,user th annual health wellness event palmspringsunitedmethodist immunization backtoschool,positif
MZJGTSFZ,know country use small dos u vaccine give child old month,positif
0UJKOCON,cool doctor office call tell vaccination give meningitis may did nt work scare,positif
2205WEVQ,hb update motor vehicle provide civil immunity remove child motor vehicle use forcible ent,positif
7LC6118X,edit piece mhc gene diverse mate diverse mhc gene high immunity child interesting,positif
YHFGBYY6,seatac traveler may expose other measle contagious traveler measle could exposed,positif
0ZJEN52P,austerity not vaccine crisis parasite pandemic potential drain life kill slowly occupycleveland,positif
6Y4SMELK,world aid day may find vaccination devastating disease love affect educate safesex,négatif
MUA68AZR,flu kill people total valley people get son vaccinate yesterday safe,négatif
9ZD6951Q,pick food whoop cough vaccine safeway,négatif
0WNUAJY7,talk patient safety medical mistake user level immunity well solution healthcare,positif
KQS5VTQG,vaccination rate school explore datum,négatif
92T403GZ,motion change name yousle measles disneyland outbreak vaccine,positif
3ZK9ABQG,measle emoji,positif
4QVHV3YH,ok be nt people vaccinate kid apparently I m expect make small talk shit,négatif
A35TNI6J,vaccinate kid sake u svu,négatif
TLGUAE4Y,access fitchburg school limit amid measle scare worcester telegram southfitchburg,positif
WX1ZXS3X,scary statistic vaccination many people believe garbage cause autism vaccinateyourkid,négatif
3BMP2OMZ,user haha good idk yet maybe yuu like mmrlane crushh x,positif
J5TVC3XM,user imo fine do nt vaccinate kid but would want make damn certain kid be nt anywhere near mine,négatif
8AGM8LFE,vaccinated woman transmit measle via user,négatif
E88JJ8X0,health department conduct flu shot clinic school vaccination via,négatif
3ZKJCQYV,people nbcs slap reason measle come back,positif
KHU2UBU0,user get measle,positif
WN1OKP4X,user nah ebola measle,positif
X3UPXWR7,u measle count rise link disneyland health official say number measle case,positif
52J98UTY,user user user user example immune problem baby vaccination age,positif
HJFP01NK,preventable treatable measle malaria diarrhea big killer child agwmafrica medicalmissions hopeafrica,positif
YHBEY8L9,parent choose not vaccinate child may liable another child infect result,négatif
THDDVBOF,vaccine galore yesterday pru get polio dtap varicella vaccine join big bang theory cast autism,négatif
3ZN0PVXQ,google autism vaccine though study come right away that s huge problem,positif
VHHJXV7B,astrology real vaccine cause autism,négatif
5KJ6SF8X,backtoschool fair offer information immunization parent invite attend three backtoschool fair,positif
PASCOR76,user not shock horribly bad like not vaccinate kid measle,négatif
IVNK4DU2,user jennyask many green dot autism whoopingcough vaccineswork,négatif
4L9TROOW,mom never want u vaccinate absolutely college shit user,négatif
QQZ0JMF1,ill rt user average people complain live long release tension increase immunity boost health,positif
YZL1MS21,pretty happy hear user leave view stupid opinion autism vaccine do much harm theview,négatif
W3IY9N7A,nurse nancy weekly breakfast club issue need vaccination recent measle outbreak,négatif
TDATG11W,avma meriel stop lurk dead rabie kill vaccinate henry b gonzalez,positif
30DFEEXA,many people be nt vaccinate kid state,négatif
3PDBHZ1N,user user user correct delaying vaccination put child other risk mom irresponsible delaying shoot,négatif
TKNPO2D4,reason no one ever vaccinate kid via user,négatif
45713W18,user do nt need ebola vaccine ltsmart post user important concept eg risk,négatif
FNNJOXHP,user exactly happen daughter encephalopathy vaccine autism but get shit no one even belief u,négatif
X29358IL,literally no reason not child vaccinate,négatif
3Y3474EB,user really be nt kid measle red dot over arm wo nt quit itching,positif
RXNB55UW,shout parent vaccinating do nt worry get measle,négatif
57LO38LJ,lmao review pre job analysis someone putevacuation point trayla trailer,positif
Y9HIZWW1,dept health service few parent vaccinate child department health service say number,positif
XU6H8O6G,missing vaccine lead miss school kid many district kendall downingindianapoli ind,positif
ZYN678V4,jersey girl zoo gwininteam well dj siroc dj nasty dj kash jersey girl go go,positif
JGS53RPY,ccsd measles case valley high school,positif
9KEJSB7Q,measle report near boston,négatif
PHBD3770,baby dy whooping cough parent choose not vaccinate user break heart u crazy people,négatif
9J42M1FD,amnews hiv vaccine elicits antivv igg antibody response infant two investigational hiv vaccine,positif
MUG4K0GY,fine do nt vaccinate child homeschool online school cool,négatif
93FKK0B3,fact measle outbreak,positif
30XHZJRO,user mercury vaccine be nt another way store stabilize vaccination,négatif
UWFKLWEU,there little doubt measle outbreak come,négatif
QZ2SWKDL,survey doc give parent want alter child vaccine schedule health coverage,positif
Z7J9NR2H,hate disease need vaccine cure,positif
GIL37DFM,cause soon day go come go come thefamily disaintevenerbody,positif
K1YFCLG7,lose last week fantasy corey perry never fuck vaccine,négatif
948FMIMJ,winter break definition wean baby pig vaccinate pig castrate pig replace leaky pipe farrow house,positif
THF2D1ZR,not vaccinate child consider child abuse teach child earth year old consider child abuse,négatif
7LUK5YPX,measle outbreak different state different rule vaccination,positif
KYLGBFTX,user he literally joke science falsify research famous ppl vaccinate kid,négatif
4XTZJQ8N,know what s well get email someone u measle get,positif
CG0BITAI,I have call health department time request immunization record still have nt get someone help,négatif
D6E89LCS,family go california disneyland july but might not happen disneyland measle,positif
2XVCMHTZ,weapon choice measle ball golf westchester gkmobile westchester golf course,positif
45CFKMED,measles vaccine feel like child,négatif
HMVPFR8L,yike vaccinate people user measle extremely contagious virus stay air two hour user say,négatif
VGX26HRW,do nt kid but ill take vaccinate busy,négatif
RYPZKSHE,one antivaxxer bastard bitch spread measle hope lock dumb as,négatif
E2Z2MB9J,user user say dude vaccine create prevent disease not cause flu shot every year,négatif
T7RR1JDO,doctor urge measle vaccination indiana child among pediatrician family doctor,négatif
CLK1QITW,user go take son doctor get immunization get autism jenny mccarthy jaymohrsport,négatif
FFZIP5EI,user fact work measle patient visit nbd,positif
7CRGCV2Z,judgeclayj please share info prevent influx polio small pox measle etc unvaccinated illegal,négatif
XYZRU6K3,user i m glad government did nt kidnap make vaccine blood,positif
4QXTTCV3,another study see no vaccineautism link although parent worry sheer number vaccine baby,négatif
WDQ5FR46,mmruser,positif
8F92F4T3,give fucking break holy christ hope measlesebola kill,positif
O1023N6T,health official concern grow number measle case mump case headline,positif
BAH02AI3,welcome california measle,positif
UQ29588X,user user user that s whatvaccine r make ofinfecte live host adjuvant eg mercury aluminum msg,négatif
DDNZZCGG,child be nt vaccinate please right thing keep hell away,négatif
HLYTI9OS,user difference personally testify world pre post childhood vaccine do nt want go back,négatif
1JQSXNIO,would anyone tell measle deadly disease leave permanent health problem california panic,négatif
VYEA1S7W,user user child vaccinate,négatif
5AUQJDI4,parent afraid give child vaccinated life save daughter without problem,négatif
JQGXNSHN,user summarize opinionsresearch regard vaccine autism pdd theory,positif
JHRF4W8L,go school learn vaccine rant facebook vaccine harm child idiot end,négatif
6KSYLLCH,user user user user yes determined vaccine injury medical record state,positif
0H635HJ6,person fb actually argue vaccine not useful bc disease rare rare vaccine omg wow,négatif
X2MN62R8,love disneyland but ai nt try put risk measle lmao,positif
B969IY8R,people be nt getting vaccinate uo confuse like would risk die something preventable,négatif
WNJ1NRMJ,child immunization minute scream tear thingsineverwanttodoagain parenting,négatif
355LF745,people still make decision not vaccinate child educate,négatif
U7BU1293,doh confirm another case measle florida florida health official confirm another case,positif
UI8XOBTL,user unless u leave u not need smallpox vaccine eliminate disease think totaleliminationof disease,négatif
WCDN1ZSY,love measle everyone go,positif
2S526GF1,one seven california disneylandconnecte measle patient life bay area one seven confirm case,positif
I8Y2N3X2,study kid find no link vaccine autism,négatif
RP6CAG7T,everyone require cootie vaccination user kidlegislation pointsme,négatif
95ZO4IO7,user user user vaccine do nt cause autism else get,négatif
M3GMNMU7,user user user another reason vaccinate kid against hpv vaccineswork,négatif
LZ54JZ7J,user case measle state via user arrogance ignorance work,négatif
DPAXFKU3,user verifiably false evidence suggest vaccine good nothing bad cause brain damage death,négatif
566JHBTW,doctor debate need child vaccination start school year get close mean parent,positif
8T3F4957,suppose take measle seriously should nt le funny name,positif
AFU1OMWC,measle outbreak continue spread hundred monitor arizona detail come eyewitness newsabc,positif
EC28J14C,user many silicon valley employee be nt vaccinate kid kid cisco daycare vaccinate,négatif
32F6RLNB,measle threat america herd immunity,négatif
LAP1CN3G,user get flu shoot but tdap anyone plan around baby immunization,négatif
MIGFG6WR,user importance vaccination disney measle outbreak could though yay college idk wat goin,négatif
6KDGLJ5B,people anti vaccine make blood boil kid vaccinate stupid twat,négatif
VSO61X0D,gooby think measle but like nah u do nt measle,positif
7LXNDH2T,user discussion lot mainly w ppl r intent think vaccine cause autism think diagnosis bc btr awareness,négatif
JFWJBDU3,u surgeon general applaud indiana high measle vaccination rate measle outbreak inch close,négatif
3TVKOS7H,new provide immunity liability certain recreational activity injury cause act,positif
P4U8C6GP,still step pier morgan rt user show picture scar measle shoot cnn that s dammit,négatif
AJQUD650,user user let look differently not vaccinate kid,négatif
8NE8L9KB,case public health emergency maryland would drop religious exemption vaccine parent maryland,négatif
FWRNCA5H,user average people complain live long release tension increase immunity boost health ill never die,positif
RS5MLI5A,measle surge worry health official denver cbs high number measle case year,positif
M406FG1C,baby fever diarrhea vaccination lot bfing today explain inhaile whole pizza starve,positif
Q0SK794K,user user mean country let measle make comeback bc placate stupidity,négatif
Q395QKW5,colorado kindergartner low measle vaccination rate colorado kindergartner low vaccine rate,positif
9UU6YVNL,montcopa health trinity lutheran lansdale immunization deadline,positif
T3KJP8E1,user user do nt vaccinate do nt trust need another fear tactic master narrative,négatif
QGZ0VZ93,california lead u measle case parent rock hard place decide vaccinate not,positif
LDBW34JT,great presentation neal lustig pomperaug district dept health vaccination billing meeting training today wethersfield,positif
ZO6LPGBN,user thank jenny mccarthy horrible terrify new mother please vaccinate child,négatif
E4RZNIY5,mump case confirm uw campus check record make sure dos vaccine vaccine,négatif
K6Z57C18,get flu vaccination rite aid evening already feel symptom autism creep did nt trust teabagger,négatif
ZAADVO93,people vaccine child need shit together,positif
PFXK2EJ0,user user user contract measle fever parent use ice water stop,positif
AFK6GS1U,user ppl risk measle unvaccinated kid ebola do nt look far population control,négatif
ZN0E1S18,u face bad measle outbreak year,positif
LNJI91DZ,user immunization but come back guess kid school,négatif
J1HLNEYH,help prevent overdose death call wa law provide immunity possession charge,positif
R9ARDYZQ,baby love get vaccine,négatif
3LORGI2C,user time high cool do nt vaccinate kid whatever reason but communicable disease do nt,négatif
MSWL60XG,user please use ebola educate people vaccineswork flu kill thousand polio vaccinate against,négatif
NUJ146VW,sigh vaccinate user measle party bad idea california public health official warn,négatif
YMEBSR85,user vaccine do nt cause autism,négatif
GET040NM,dozen people new york city test positive measles virus health official say user,positif
KLW13KHN,assault xx dort hwy flint mi via spotcrimecom shootingstabbe pd fd rig o subject,positif
30308UMI,measle new ebola wait what s ebola oh yea pandemic never happen chill people,positif
N7ZTNWQQ,money disease i d terminal illness probably vaccine,positif
W93AIBCM,another study show no link autism vaccine science,négatif
4KTSCO07,fluvaccine dangerous vaccine u base settled case injury health user,négatif
RZT64QZO,user go,positif
C0LAMZFE,user long think take someone something stupid kid die another measle,négatif
4Y2XPEHH,user thank u post many still believe autism cause vaccine,négatif
8KE3GNRM,user dysentery vaccine would make oregon safely every time,positif
AH06ZS9J,say user health expert hope million experimental dos ebola vaccine ready,positif
CM8QKSLG,user case measle link disney theme park wow,positif
H4UZCVNU,user gop stop blame immigrant first ebola measles diseasesbrought ancestor ainf,positif
1HIUBMHC,measle outbreak spark vaccine debate topic measle vaccination become fullon debate,positif
QFGTYCR2,california school advise close friday th due measle outbreak school close,positif
R6W21TUY,do nt vaccinate kid do nt tell otherwise ill find way put little bit poop food often possible,négatif
WTSBIHQE,aldine youth center back school fair free immunization texas childrens hospital super kid mobile unit,positif
RJB7QRY2,user vaccination cause many problem old age do nt nor child fine thank,négatif
V1F3GZ3J,user simple irs scandal level issa would cut immunity deal lerner shed testify,positif
YGZ977NG,maryland offer day extension student immunization maryland agree provide local school system,positif
SH5O31H2,vaccinate dog course afraid rabie vaccinate kid stuff dangerous,négatif
W5K8I0HP,people not vaccinate kid do nt,négatif
8DCF83WI,stop seduce people thing poison vaccinate spirit not move presence,positif
LS7PGVJK,user user lie lie false vaccine silent killer,négatif
RG889QS6,washington state panel mull bill trim vaccine exemption personal philosophical opposition vaccine,positif
PP00V3JI,bay area official warn bart rider measle exposure contra costa county public health official say bart,positif
H5ESS1HV,huge increase recent measle pertussis whoop cough case thank antivaccination parent,négatif
ILALVOZ9,believe measle cause separation trauma,positif
W98J10WQ,psa vaccinate little dirty as child,négatif
1P9C1U23,get mono vaccine safe user friday th national kiss day mono,négatif
CJHBFJ19,user um there quite bit foreshadow daryl shake hand w sick kid maybe hope daryl immunity,positif
CR3J67TD,not error user bluescreenofdearh window fail washingtondc dc dj dmv,positif
SOKEF85R,unleash inner thundercat madhatterdc thundera thundercats tdw tbt top mummra,positif
6BU87UC8,aid n hiv vaccine trial take center stage world large global health conference durban south africa,positif
4V2DABZV,mom belief government responsible measle outbreak try rid population agree though,positif
UZUPT0RZ,user take emergen c start feel sick work wonder even around sick kid everyday immunityboost,positif
HPFDO75X,paul shepard suggest infant put thing mouth may immunize self against local bacterial fauna mooutdoorsummit,positif
K6P2MJND,look like measle,positif
CM2MDE75,kind intense watch user vaccinewar baby herdimmunity,positif
21JTHRTZ,user child avoid getting force vaccinated school declare against religious belief wtf do nt,négatif
PWXZ17J4,mercury make silver feeling tooth also present many vaccination flu hepatitus vaccination,positif
QVBLNE6M,user user simple statistic science vaccine be nt perfect much well disease however,négatif
V0SKX7ZL,watch pitch perfect online shopping possibly measle make interesting night,positif
Z21L0AXO,sergio tee shot leave argue people wether people vaccinate kid welcome user,positif
XU0XQHCO,cont give child vaccine accord recommend timetable cause problem autism glad that s resolve,négatif
L3VV6ACD,hate vaccination dr appointment but result good baby snuggle,négatif
QYB83RNS,measle update infant quarantine santamonica measlesoutbreak health breaking,positif
92PGEPSD,user no measle I m vaccinatedi think,négatif
X0MIY3R7,antivaccine movement give disease nd life via user,négatif
3Y5YOWLW,sooo cdc claim ebola vaccine work white ppl byefelicia,positif
ULFIRO7F,user you all start measle shit dammit guy,positif
F1D9E0AU,user accord cdc year flu vaccine effective user not get one,négatif
CEO5VSC5,probably wo nt vaccinate kid either real shit joke,négatif
9S7GEOYO,ai nt illest nigga imma new vaccine really lik poison new jack swing,positif
H1CLFZFM,measle outbreak,négatif
B9OTD916,do nt know big moron one refuse measle vaccine blame immigrant,négatif
EV0B8DS2,vaccine confirm cause autism,négatif
QLNGZRUZ,user lack vaccination kill baby omg lie,négatif
GGO2U3XV,user user user user be nt measle eradicate ish,positif
P0C7RGKM,user user user agree incidence chart measle,positif
GZL9JJM9,b rock blackbarbie speak word franchise liaison music via soundcloud,positif
64NFK441,average people complain live long release tension increase immunity boost health immortal,positif
NH5HHE0G,measle polio issue modern day topic vaccination critical first world status dumbe usa justasking,négatif
GEVU43X1,measle outbreak vaccinate not vaccinate potential affect thousand recent outbreak,positif
X5TWRTHE,user vaccine injury occur but not degree say,négatif
HSNNK69R,amnews quadrivalent hpv vaccine effective woman hiv quadrivalent hpv vaccine safe,négatif
6STAWHNG,highrisk area pakistan parent accept polio vaccine offer child endpolio user,négatif
NLCHULUK,qdoba restaurant confirm person diagnose measle spokane employee kxly,positif
IEC2I9ZX,average people complain live long release tension increase immunity boost health user,positif
RIYCJA70,think pa change policy mandatory vaccine school age child,positif
YHCGDDYC,user stop virulent vocal micro minority put kid risk vigorously support user sb vaccineswork,positif
VAE3N78A,jim carrey call gov brown fascist signing mandatory school vaccination bill actor belief,positif
SNQYMZQM,immunization common autism rare autism immunization unheard vaccine antivaxxer measle,négatif
5ZZWJD42,no measle please downtown disney,positif
RX6BTEJU,start rtuser aid vaccine create oregon health science university,négatif
J1HBAKTP,want know conspiracy vaccine ask pediatrician vaccinated child cdcvax,négatif
L0IEXL22,get child vaccinated movement honestly go next internet trend people choose not you all gay,négatif
12JJECAS,user bring great point morning had nt consider illegal come country vaccination disease,positif
YKKD6U37,please do nt fucking idiot vaccinate ugly child user inform,négatif
A2QGIHPJ,important adult urge measle vaccine,négatif
UDPDVK4D,user argumentative essay choose immunization require child,négatif
PHTM5VUO,miss grandpa funeral measle,positif
PYH5JTQ2,favorite people autism that s reason bring back disease eviscerate fuck vaccineswork,négatif
V206ZN08,mayor ed lee make joke pubic louse measle event thursday night lee reportedly make,positif
ILX7U8AE,user people complain live long release tension increase immunity improve overall health user immortal,positif
3I78QGQH,user thousand die gunsthousand press md titersall due irresponsible idiot put other life risk,négatif
2GWIBOSF,mean seriously pumpkin tea light two bonfire jiffy pop much love oh cop come pepper,positif
SVQHHTU1,user ahole give niece measle,négatif
1SDZNV2M,still think do nt need vaccinate kid everyone flip ebola no cure yet measle nbd,négatif
WR62A54T,tarco health dept almost measle case people not immunize against user,négatif
NVTQ3F0K,cdc flu vaccine not effective season flu vaccine le effective previously report say,positif
9OCLOQKW,user user user u do nt believe ask parent injure child question do nt vaccinate kid,négatif
WK6EUXA4,lot kid not vaccinate co find denver public school boulder not date no record,négatif
62YIMS1W,free backtoschool immunization children museum,négatif
2IP605V9,measle spread think airplane airplane measle spread beyond passenger,négatif
8P0T3F2F,everybody go elementary school get vaccinate get polio shoot along vaccine leave scarstill,négatif
R5BZZRYA,user frw want truth immunity not,positif
VPZEQX2R,really want fear something fear flu vaccine one work make half staff ill no reason,négatif
4E7INFMQ,guy w measle visit maternity ward disney store,positif
FTENURQ0,california legislature pass strict school vaccine bill california lawmaker monday send governor,négatif
9H5P42X5,mo old dy measle maybe wrongful death lawsuit convert nonvaxer like via user,négatif
6VA23VDA,nerd christian science consider religious exemption vaccine,positif
AI6N7OT5,user user palmdesert high school riversideco dozen measle expose student stay home,positif
H8L43QPD,thyranniversary saturday user come celebrate life u music user,positif
0TIFZ2P2,blizzardof god way punish new englander deflategate next hope belichek get boil brady get measle,positif
VVAUZNW3,awww baby girl wake fever long night mommy baby fussybaby immunization,positif
UG2MUDMZ,childrens museum houston offer free vaccination,négatif
UM06PF5S,fuck I m w therealsqueeze srtmghass rrr srtmg turnedup epicentre,positif
7RYHLA74,cdc say flu vaccine yr not great coworker u feel like crap stay homehell hath no furyif u sick,positif
9EDHAH3H,vaccinate avoid measle vaccineswork volvocontest,négatif
L6FQ1XSW,user step parent vaccinate child step step genocide bwahhahhah user user,négatif
E757A1EQ,know what s dumb disease think eradicate u come back cuz rich white people wo nt vaccinate kid good work idiot,négatif
E6TAY5JQ,repost user repostapp family back,positif
75DHZS8N,cada dia measle not mild disease measle not mild disease measle eight year old day,positif
0HJJUF0M,del mental health study group ok propose immunity provision peace officer doctor screener facility recommendation due jan,positif
MBL9V4Y6,user veganism way vaccine contain mercury thimerosal pregnant woman consume,négatif
V4OJN66V,user u catch age but infection le severe old unless lung disease compromise immunity,positif
NW4HYQMN,truth vaccine autism hint science know via user,négatif
H4VAFQH4,user measle contagious ebola public freeke over ebola but wo nt vaccinate kid measle,négatif
L9S9DMG1,not psycho over protective hand sanitizer mom kid need build immunity young age stay away feel sick,positif
Q895VOJR,parent should nt vaccinate child,négatif
98PRCJOI,user truth no vaccination either avoidance,positif
YKEGLXJY,measle rear ugly head u againabout time obama let amer child uswhat next foxnew,positif
BDRR4L14,hype real madhatterdc partypeople edm nightlife club alexk user,positif
V3R6OFEK,vaxxed vaccination critic take case film coverup catastrophe documentary,négatif
VFF10J6B,no thing safe vaccine never,négatif
STKEZ7L7,vaccination foreign country megan kansa city department health,négatif
IC94ZNF2,user benefit music stress relief boost immunity reduce heart disease enhance emotional strength boost self esteem,positif
HYGY8IIJ,measle case expect tarrant county fort worth north texas parent,positif
LLA8V5PB,learn abt quarantine yr could nt go house trick treat sign quarantine measle,positif
DA3Y6WDW,help unicef make full immunization world child reality hunger site via user,négatif
1W42V0PG,know make bad person but kind hope donnie wahlberg get measle,positif
FCJWTT2T,rt user parent allow choose whether vaccinate kid,positif
I66IYMS6,confirm case measle az would like see mandatory vaccination kid,négatif
HS66UJ0N,uptight child piano practice normal kid ca nt go back country diplomatic immunity derive,positif
5YE3PZWR,user user right like true lot kid would I m sure vaccine would no long exist,négatif
HNK2ILTD,food boost immunity edition live well kim galeaz explore food help fight disease,positif
K686PW1H,senator feinstein boxer push reverse california vaccine exemption amid measle outbreak,positif
3XGI0VY9,no sympathy parent do nt vaccinate child,négatif
4LT6FG7X,debate immunization check please user national debate measle cont,négatif
NHMOB4VR,h new extend sovereign immunity employee agent health care provider act within scope duti,positif
TFV9B8LP,user wait smash mouth still exist gtand yet parent wo nt vaccinate kid wait page,négatif
CLW6GGYZ,user wakefield publish original claim connection autism study retract ban practice,négatif
TCO9WK8R,please vaccinate vaccinate child measle almost die week age measle contract yr old cousin,négatif
3HCH8UQQ,year ago month millionchild study user find polio vaccine safe potent effective history,négatif
WY9Q8GUT,ninja vaccination fine user user one couple never take kid doctor like,négatif
P3DR2V3K,user people complain live long release tension increase immunity improve overall health see go die,positif
J2LVV27V,aid vaccine create oregon health science university may clear virus body,négatif
OM26E6DG,pakistan partly suspend polio vaccination program terrorist kill health worker,positif
88Q5VSUM,nv well state well bad vaccinating kid,négatif
G0N4619K,free flu shot nj clinic cape may county health department give away free flu vaccine people,négatif
EBNAHPKR,user like princess bride ingest poison little little build immunity,positif
YVWT48IG,vaccinated child fact immune afraid unvaccinated,négatif
88TSOYG0,user well quack doctor write completely debunk paper later retract great reason bring back measle,positif
B13YW0YK,good tweetmt user science clearearth round sly blue vaccineswork let protect kid grandmothersknowb,négatif
EYI5C0PQ,user skeptical ingredient vaccine cause autism cdc cover big med,négatif
UZ54EVBC,I have see happen do nt vaccinate child,négatif
SQ5WPT6M,want live simple life want build hospital india vaccinate kid africa,négatif
RZINES6F,fake drug user natural news hpv vaccine gardasil become market dud wake informed backlash mmot,négatif
WK429GSX,vaccination round childrens healthcare medical associate,négatif
Y2XEFB6G,user user yeah measle they be tolerant,positif
9249UWXS,people think vaccine cause autism literally destroy herd immunity make mad,négatif
XPFIYYXF,jay cutler be nt vaccinate child someone convince cause autism would think well vu grad,négatif
NOSUO0PD,possible measle exposure phillys touch museum state health official warn possible measle,positif
XQOQ1HYU,user still no correlation vaccine autism,négatif
OEJY5U7E,doctor measle no excuse party people turn risky potentially dangerous alternative,positif
W7036HRF,user want make sure knew link send father scientist vaccine injure child not virus,négatif
MR7U74OA,overhear I have never mump german measle congrat,positif
XSKQ8ITO,user every child different say jenny mccarthy slam vaccination critic new column,négatif
23WURZ6E,user user people recently measle many previously vaccinate,positif
UR160RL8,vactruthorg launch school school vaccination optout campaign no shot no school not true,négatif
Z0SM0XLD,user get vaccinate meningitis prior school however viral bacterial vaccinate,négatif
M4CYM5AV,mindbody therapy many health benefit mentalemotional health physical health immunity even dermatological benefit,positif
Y8PQ0BT7,nervous baby get vaccine user clinic southwest,négatif
PODEEUIX,do nt believe vaccinate kid might well cease reproduce pas stupidity besmartamerica,négatif
1H2FO31P,user measle thing start do nt,positif
WADQ56LG,simple rule vaccination don put kid risk preventable disease,négatif
0T02173W,watch right user user killingcancer vaccinesfightingcancer,négatif
5NNOIQCE,link bio tix bboyent aftonshows liveperformance onenightonemiconecity columba sc,positif
ZKRJ4UNQ,god create disease earth vaccine create man cure disease god get credit cure yeah god surely mysterious,négatif
45XX1V3T,wait news talk like anyone measle report incredibly misleading,positif
YS3VO0OJ,vacinate user economic cost measle vaccine refusal,négatif
XFIUWWBP,parent do nt child vaccinate against measle arrest child take away,négatif
7NO7UZ2W,user user jail parent did nt wo nt vaccinate child spread bilogical weapon,négatif
E1S0P15A,five child age one attend suburban chicago daycare diagnose measle health official say,positif
K3COZKOZ,user personal belief exemption be nt always lax I m w le important vaccination,positif
RQ2308HI,hb new child modify immunization requirement day care provider effective date,négatif
PGQ2IPFI,user user child w severe autism vaccine did nt even I d take over lose child measle,négatif
OUQ4A7S6,aid n bioart katharine dowson brain box crystal chromosome hiv vaccine work,positif
DFCXI1UN,user measle outbreak trace back single unvaccinated child stopavn avn,positif
3EI0QA4D,mom family refuse vaccination put baby quarantine,négatif
A2RXUT0L,baltimore lucky avoid measles health commissioner say have nt confirm measle case,positif
2ZKY40IS,get vaccination upcoming trip africa yellow fever malaria come passport health,négatif
R5LXR5VE,disneyland knottsberryfarm measle castmemberproblems buahahahahaha disneyland,positif
DKMTQSXF,official encourage flu vaccination michigan health official encourage michigan resident flu,négatif
AC9U6G3X,vt offer free whooping cough vaccine we d montpelier vt ap vermont health department offering,négatif
X7IU7O4E,get measle something eeewurl user damn that s rt user k,positif
G1UF5OXJ,think measle thing past voice texas editor say,négatif
AZPUFB8P,watch news talk measle outbreak news make piss off people,positif
2Z8U15KG,user hope not measle,positif
AWFQA33Z,de niro see kid slip autism vaccine study find no link tylenol bad reaction study find pregnancy use up risk,négatif
Y34AT0VW,user agree diet coke way without vaccine resurgence disease see elderly,négatif
0KM24I6H,wait user take stage user bring complete concert coverage winner,positif
OZ0CKOJP,user personally think going publicly educate child vaccine necessary,négatif
J1WDW0U1,marin kid immunize law require counseling antivaccination parent take effect,négatif
C5JGBH90,nd measles case report denver area man expose measle lone tree doctor office,positif
JC04USLS,bbq see user user user mama duke gon fuck,positif
WB4MKYGI,elissas immunity juice erewhonmarket la contain new hot ingredient turmeric,positif
0N2US9GS,benefit weed stress relief boost immunity reduce heart disease enhance emotional strength boost self esteem,positif
PTLM20ER,m maldonados student teach don measle,négatif
S4BCDJ5U,user thursday user friday user saturday flyordie weekend user,positif
84IZB8GZ,little shit clearly need die measle ahshotel,positif
6OAQZHCL,user user user roadto also still no user smh coulda k,positif
2INFYWUL,study kid find no link vaccine autism,négatif
IZC9REYM,linkin everyone user measle scare california bart infected linkedin employee ride train,positif
A808ITC0,user user user user kegel would kindly state risk hpv vaccine require law,positif
7KS841N4,thank dr lipkin point danger phony science vaccine treatment etc troubling disease common phps,négatif
UZ2LDU15,oh would heart disease vaccine possible yes many already they be call vegetable,négatif
ITH0J4MM,user user csu channel island confirm student diagnose w measles user wtf not good,positif
A6W8OJND,yep local barm mic rulrs mustache pet grill mic bar,positif
KYTWK08U,yike user san francisco linkedin employee measle ride bart three day contagious,positif
S4VY058S,another study find no link vaccine autism,négatif
E2IOSETG,parent california required vaccinate child go school,négatif
UT2GOS22,user deathly vaccination get yesterday ready go back sleep,négatif
M8KXM35G,measle virtually eliminate united state high number case two decade last year,négatif
YYXYFIVJ,apthing know friday greek voter prepare referendum u record st measle death year via user,positif
0EOCM46H,user user point irrelevant child wo nt b vaccinated mom say no ill x,négatif
8FFU5QFB,really cover ur banner cuz next set n u get to throw hissy fit over,positif
631QQPK3,user user christie idiot see over react ebola but would nt read measle,positif
EKPCTG9D,sick childamp father seek vaccination requirement,négatif
3DZVOT04,prevent fluus public health nurse talk flu vaccine publichealth news,négatif
6C8RSWSX,fascinating pov vaccine distrust gtuser do nt parent believe safety vaccine,positif
OUMKBR35,psa vaccinate child,négatif
C71DGGJD,user lose son vaccinepreventable disease yo make sure kid user,négatif
SBU7LKPT,health official loudoun fairfax say person wmeasle go place largely along chantilly south riding,positif
HHJXLPQF,hear measle outbreak disney think thank god did nt consider disney right,positif
TCNOCJGZ,disneyland measle outbreak over health official say measle outbreak begin disneyland over,positif
K8NDJON8,dyk child dy every sec vaccinepreventable disease user work give every child shoot life vaccineswork,négatif
0JW3DCYW,jesus power rt user user kid ampi never vaccinesampwe rarely sick treat naturally teasplantsampoil,positif
R1NM4Q4S,user user that s husband choose not vaccinate kid,négatif
