tweet_id,safe_text,label,cleaned_text
RNZ7M8AL,"Child vaccine mandate , minimum wage hike and more taking effect in new year | via Fox News Politics | < url >",positif,"child vaccine mandate , minimum wage hikes taking effect new year | via fox news politics | < url >"
YA3FFTB8,Most measles case in seventeen year . Please get vaccination “ < user > Thanks Jenny McCarthy ! < url >,négatif,measles cases seventeen years . please get vaccinations “ < user > thanks jenny mccarthy ! < url >
P7QZKSLX,RT < user > Ohio prosecutor demand immunity for execution drug maker < url > # deathpenalty,positif,rt < user > ohio prosecutors demand immunity execution drug makers < url > # deathpenalty
TGTO860W,< user > I felt like that wa long .. what did you use ? I used mmr and it said 5 .. but Ik it wa longer .,positif,< user > felt like long .. use ? used mmr said 5 .. ik longer .
ELZODN5P,THEY CANT KILL MY DREAM SO THEY ASSASSINATE MY CHARACTER ..... # MindOfAMeanBoy # MBS # MMR # RRR @ MMR… < url >,positif,cant kill dream assassinate character ..... # mindofameanboy # mbs # mmr # rrr @ mmr… < url >
V42JBQ7J,Is it possible to limit the measles pic everywhere ? No ? Yea . Ok 🙈 # Yuck,positif,possible limit measles pics everywhere ? ? yea . ok 🙈 # yuck
64WCY6K3,"If you do n't vaccinate your child or force them onto a vegan diet , you are a shitty parent and should 200 % lose custody of your child",négatif,"n't vaccinate child force onto vegan diet , shitty parent 200 % lose custody child"
7Y5GD87G,< user > < user > < user > ugh confusing tweet on my part . do n't have measles . ; - ),positif,< user > < user > < user > ugh confusing tweet part . n't measles . ; - )
81EAKQEC,AIDS N : BCG vaccination could improve survival of HIV exposed baby < url >,négatif,aids n : bcg vaccination could improve survival hiv exposed babies < url >
D53VHUFL,"Parec que fui a japon no mmr , sentimos que vinimos en coche < url >",positif,"parec que fui japon mmr , sentimos que vinimos en coche < url >"
16S6UPL0,Baltimore student have until Monday to be immunized or turned away from school . < url >,positif,baltimore students monday immunized turned away school . < url >
IWPG5Z7Q,< user > BEING MOVED IN ON AMBRACING EMBESSZLEMENT AT KKRAA ... ALL IMMUNITY AT RISK FOR GROUND SLUEING .,positif,< user > moved ambracing embesszlement kkraa ... immunity risk ground slueing .
D5OEOT8O,"No measles case found in Iowa although case found in 14 other state . 84 total , 56 in Disneyland resort . < url >",positif,"measles cases found iowa although cases found 14 states . 84 total , 56 disneyland resorts . < url >"
XCE6636G,"“ < user > I did n't mind the vaccine , social security is a ponzi scheme , but the illegal immigration issue is killing Perry . ”",positif,"“ < user > n't mind vaccine , social security ponzi scheme , illegal immigration issue killing perry . ”"
EW33LNM0,African Nations Celebrate a 55 Percent Drop in Child Mortality Rates Due to Immunization < url >,négatif,african nations celebrate 55 percent drop child mortality rates due immunization < url >
6WGWKPRU,"Who are the mother questioning vaccine ? Have you been exposed to German measles only to have a child who is blind , deaf & amp ; dev challenged ?",négatif,"mothers questioning vaccines ? exposed german measles child blind , deaf & amp ; dev challenged ?"
SAZD2ARB,Children 's Museum of Houston to Offer Free Vaccinations < url >,négatif,children 's museum houston offer free vaccinations < url >
K5FIBOHU,Best get yo kid vaccinated so they dont catch These hand,négatif,best get yo kids vaccinated dont catch hands
8DLILBUE,Measles ha reached Redlands . Time for me to not leave my house .,positif,measles reached redlands . time leave house .
KK8LVLJA,Madison Martin Margiela for H & amp ; M long dress- size 6- REDDZ price $ 50 # mmr # maisonmartinmargiela… < url >,positif,madison martin margiela h & amp ; long dress- size 6- reddz price $ 50 # mmr # maisonmartinmargiela… < url >
GQ4NKPEW,Gilroy Costco Customers May Have Been Exposed To Measles < url >,positif,gilroy costco customers may exposed measles < url >
L3K1FAVS,A 104 little kid got the measles on fleek !,positif,104 little kids got measles fleek !
XCLFQQ7E,Study : No link between MMR vaccine and autism < url > Good sample size,négatif,study : link mmr vaccine autism < url > good sample size
R4THWP3F,Austin Regional Clinic to refuse unvaccinated child a new patient : Responding to a recent measles outbreak in… < url >,positif,austin regional clinic refuse unvaccinated children new patients : responding recent measles outbreak in… < url >
7BET4YHP,Is it bad that I ca n't wait to go to work to giv badass little kid there immunization : ) ) ),négatif,bad ca n't wait go work giv badass little kids immunizations : ) ) )
AZISN9EU,More child at risk of measles in wake of Ebola epidemic < url > ( from < user >,positif,children risk measles wake ebola epidemic < url > ( < user >
XBGF6TEH,Back-to-School Immunization Clinic Set for August 6 < url >,négatif,back-to-school immunization clinic set august 6 < url >
W86TSG3F,"My father to his child ( age 25 , 24 & amp ; 20 ) `` you should get tested to see if you had the measles vaccine '' Literally what .",positif,"father children ( ages 25 , 24 & amp ; 20 ) `` get tested see measles vaccine '' literally ."
7IUZ53EH,"< user > you owe the world a new explanation friend ! Stripped by the UK finding of vaccination = autism trigger , what do u say now ?",négatif,"< user > owe world new explanation friend ! stripped uk findings vaccinations = autism triggers , u say ?"
9KF8DVI3,Human Trials of an Ebola Vaccine Launch : The National Institutes of Health and GlaxoSmithKline are launching the ... < url >,positif,human trials ebola vaccine launch : national institutes health glaxosmithkline launching ... < url >
0CJCQ46V,< user > measles outbreak parent panic caused by celeb misinformation # pseudoscience,négatif,< user > measles outbreak parent panic caused celeb misinformation # pseudoscience
SGJ2P8AC,"Diane Griffin : measles kill , usually due to infection by other organism : pneumonia , otitis medium # Measles2015 < user >",positif,"diane griffin : measles kills , usually due infection organisms : pneumonia , otitis media # measles2015 < user >"
CVXQN1P3,Spontaneous vaccination ! 💉💉💉 # flu # vaccine # health # ouch # medicine @ Walgreens < url >,négatif,spontaneous vaccinations ! 💉💉💉 # flu # vaccine # health # ouch # medicine @ walgreens < url >
PUW8DFEJ,< user > < user > < user > Why is the infant mortality rate so high in the 2 most vaccinated States ?,négatif,< user > < user > < user > infant mortality rate high 2 vaccinated states ?
FPYMWV3F,"Personal statement : I nearly died of # measles at age 9 . I knew kid who did die . Please , please : vaccinate your child .",négatif,"personal statement : nearly died # measles age 9 . knew kids die . please , please : vaccinate children ."
XUVTC7IW,< user > < user > vaccine KILL baby < url >,négatif,< user > < user > vaccines kill babies < url >
683WCT0I,Why do n't people want to vaccinate their child ? ? 😭170 case of the measles and counting…,négatif,n't people want vaccinate children ? ? 😭170 cases measles counting…
TDYNEV4W,Health department team up with Milford public school . Vaccine your child . < url >,négatif,health department teams milford public schools . vaccine child . < url >
ORYRKGDR,< user > < user > < user > < user > If they die go blind or infect BABIES that ca n't be vaccinated yet shame on them idiot,négatif,< user > < user > < user > < user > die go blind infect babies ca n't vaccinated yet shame idiots
YNGD9TIZ,"“ On average , people who complain live longer -- Releasing this tension increase immunity and boost their health. ” < user >",positif,"“ average , people complain live longer -- releasing tension increases immunity boosts health. ” < user >"
3P7DLPLR,The # face of someone who just completed her # first # live # Facebook # chat . cbschicago # measles… < url >,positif,# face someone completed # first # live # facebook # chat . cbschicago # measles… < url >
KR9S7S78,What do you recommend parent do to protect their infant ( 7weeks ) from the outbreak if we ca n't get them vaccinated ? ? ? < user >,positif,recommend parents protect infants ( 7weeks ) outbreak ca n't get vaccinated ? ? ? < user >
1OO47PGW,"EBOLA VACCINE , HIV VACCINE , BLACK PLAGUE BLACK DEATH VACCINE , YERSINIA PESTIS VACCINE # VACCINES YOU CAN TRUST ! < url >",négatif,"ebola vaccine , hiv vaccine , black plague black death vaccine , yersinia pestis vaccine # vaccines trust ! < url >"
KP8UBIOK,< user > < user > So vaccination under ACA ha gone down . That 's a FACT,positif,< user > < user > vaccination aca gone . 's fact
WKD1T6OS,Some parent demanding all student get vaccinated following # measles case # SantaMonica < url > < url >,négatif,parents demanding students get vaccinated following # measles cases # santamonica < url > < url >
IMA5FUPA,". < user > u threaten community a u dilute herd immunity , put weakest at risk . Same science that created Twitter BTW # vaccineswork",négatif,". < user > u threaten community u dilute herd immunity , put weakest risk . science created twitter btw # vaccineswork"
GLCYSO8P,I hope < user > get his measles vaccine before venturing into Ohio .,positif,hope < user > gets measles vaccine venturing ohio .
VL09UZY2,"< user > ... are babysitter allowed to refuse babysitting `` conscientious exemption '' ... no IMMUNIZATIONS , no babysit ? ! ? Thx",négatif,"< user > ... babysitters allowed refuse babysitting `` conscientious exemptions '' ... immunizations , babysit ? ! ? thx"
VD7D5UOH,"LastNight # RRR # MMR # SRT10MG # TurnedUp ! ! ! @ Charleston , SC < url >",positif,"lastnight # rrr # mmr # srt10mg # turnedup ! ! ! @ charleston , sc < url >"
R5BS5EBD,Measles warning for BART rider in SF . WTF . < url >,positif,measles warning bart riders sf . wtf . < url >
RVQ52RQS,Got these young measles,positif,got young measles
HXLL1Q23,"+ climate change < user > Dolphin die-off is likely due to measles-like virus , NOAA official say < url >",positif,"+ climate change < user > dolphin die-off likely due measles-like virus , noaa officials say < url >"
J3I2MM1E,Does chicken pox even happen anymore ? I know I got that shit but I feel like every kid is vaccinated,positif,chicken pox even happen anymore ? know got shit feel like every kid vaccinated
B8XBQQFU,"RT `` < user > On average , people who complain live longer -- Releasing this tension increase immunity and boost their health . ''",positif,"rt `` < user > average , people complain live longer -- releasing tension increases immunity boosts health . ''"
W8NYXFDO,5 child at Illinois day care diagnosed with measles < url >,positif,5 children illinois day care diagnosed measles < url >
SDML9PUM,CDC Says Ebola Vaccine Only Works on White People < url >,négatif,cdc says ebola vaccine works white people < url >
PSHIO59A,`` < user > People who complain live longer because complaining release tension and increase immunity while boosting health . '' # female,positif,`` < user > people complain live longer complaining releases tension increases immunity boosting health . '' # females
IB60TSMZ,... This < user > # mmr # mixmasterrod # dc # dj # live # photoshop # instadc # saturday # madhatterdc… < url >,positif,... < user > # mmr # mixmasterrod # dc # dj # live # photoshop # instadc # saturday # madhatterdc… < url >
UXY6DZ2I,Infant in Georgia diagnosed with measles < url > # California # Atlanta < url >,positif,infant georgia diagnosed measles < url > # california # atlanta < url >
VJSOG4TZ,"I just saved a dog having an allergic reaction to it ' vaccine , so it 's safe to say I feel like a badass right now . ☺️",positif,"saved dog allergic reaction ' vaccines , 's safe say feel like badass right . ☺️"
HPCJK9LQ,AM-News : 3 Drug Stocks Leading the Charge Against Infectious Diseases : Merck also ha a strong vaccine portfolio… < url >,positif,am-news : 3 drug stocks leading charge infectious diseases : merck also strong vaccine portfolio… < url >
6PAIT3OJ,"And people do n't want to vaccinate ! Measles outbreak in B.C . reach 300-plus , tied to 4 U.S. case < url >",négatif,"people n't want vaccinate ! measles outbreak b.c . reaches 300-plus , tied 4 u.s. cases < url >"
IMVT6HIJ,FYI “ < user > Disneyland is riddled with measles < url > < url >,positif,fyi “ < user > disneyland riddled measles < url > < url >
DJFM8FXT,"“ < user > On average , people who complain live longer - Releasing this tension increase immunity and boost their health. ” < user >",positif,"“ < user > average , people complain live longer - releasing tension increases immunity boosts health. ” < user >"
BE7MD3AQ,It 's your `` choice '' not to vaccinate your kid . But know that choice mean you 're risking your child 's life . # stupidstupidstupid,négatif,'s `` choice '' vaccinate kids . know choice means 're risking child 's life . # stupidstupidstupid
AOKJQKJ5,Let me get off before I keep seeing people insist vaccine cause autism .,négatif,let get keep seeing people insist vaccines cause autism .
4SAJAII0,"Tragic situation in # Somalia put our `` recession '' into perspective . 600k starving child ; dying from diarrhea , measles ; no shelter . SMH",positif,"tragic situation # somalia puts `` recession '' perspective . 600k starving children ; dying diarrhea , measles ; shelter . smh"
EIHH1QTF,"Great , now there 's an outbreak of # measles going around .. Reminds me to stay on top of my kid vaccination . So scary ..",négatif,"great , 's outbreak # measles going around .. reminds stay top kids vaccinations . scary .."
UK1U523M,< user > Bill 's right ! Is food abuse more dangerous for Americans than measles ?,positif,< user > bill 's right ! food abuse dangerous americans measles ?
M4L935MB,Yeah ... Boy 1 $ Mug Night < user > # mixmasterrod # mmr # dc # dj # folllow # streetsigns # graffiti # allcity… < url >,positif,yeah ... boy 1 $ mug night < user > # mixmasterrod # mmr # dc # dj # folllow # streetsigns # graffiti # allcity… < url >
58ZR9CM0,< user > Measles have hit Arazonia just in time for super bowl,positif,< user > measles hit arazonia time super bowl
L3MV1FDM,New Measles Cases Confirmed In Marin And San Mateo Counties < url >,positif,new measles cases confirmed marin san mateo counties < url >
F5Q2TKQP,`` < user > 17 Reasons Why No One Should Ever Vaccinate Their Kids < url >,négatif,`` < user > 17 reasons one ever vaccinate kids < url >
JHBY3LG3,King County health official warn of possible measles exposure : King County health official say a child with ... < url >,positif,king county health officials warn possible measles exposure : king county health officials say child ... < url >
XR5Q9291,“ < user > Measles death in Germany prompt call for mandatory vaccination < url > # vaccinessavelives,négatif,“ < user > measles death germany prompts calls mandatory vaccinations < url > # vaccinessavelives
OYFR042J,11/14 # BlueDotWeds # MMR # MBDJS # TeamHartwell < user > < user > < user > < user > < user > < user > < url >,positif,11/14 # bluedotweds # mmr # mbdjs # teamhartwell < user > < user > < user > < user > < user > < user > < url >
V2RQT6BA,"Update : bronchitis roommate now think she ha measles . In other news , I 'm dropping out of college bc I hate living with this girl .",positif,"update : bronchitis roommate thinks measles . news , 'm dropping college bc hate living girl ."
YWKN3K9S,"# Ebola Ebola : Affected country are likely to have a measles outbreak , US researcher ... - Pulse Nigeria < url >",positif,"# ebola ebola : affected countries likely measles outbreak , us researchers ... - pulse nigeria < url >"
YBHPSVK2,"Bill would change NJ vaccine exemption : New Jersey might change a religious exemption that ha allowed nearly 9,000… < url >",positif,"bill would change nj vaccine exemption : new jersey might change religious exemption allowed nearly 9,000… < url >"
39SEB27N,Concerns Over Measles Outbreak < url >,positif,concerns measles outbreak < url >
KJNC52NX,Bloomberg - Everything You Need to Know About Measles in 90 Seconds < url >,positif,bloomberg - everything need know measles 90 seconds < url >
MK5T1XK2,Flu vaccine are highly recommended for people 65 and older : In 2010 the Centers for Disease Control and Prevention… < url >,négatif,flu vaccines highly recommended people 65 older : 2010 centers disease control prevention… < url >
II28SGKT,< user > STOP blaming # Immigrants first # Ebola now # measles Which disease ? brought their ancestor ? # AINF # racism < url >,négatif,< user > stop blaming # immigrants first # ebola # measles diseases ? brought ancestors ? # ainf # racism < url >
J7068QHJ,< user > yes but measles is n't a virulent a Ebola . Just do n't want this tweet to be taken a a reason to not combat Ebola .,positif,< user > yes measles n't virulent ebola . n't want tweet taken reason combat ebola .
SQX9P6GD,"< user > like that vaccine cause autism , which had been totally refuted . Surely you see the flaw in that mindset .",négatif,"< user > like vaccines cause autism , totally refuted . surely see flaw mindset ."
30XGC1RF,Measles hit the road of USA once again : Measles have been making a strong wave of attack throughout the regio ... < url >,positif,measles hit roads usa : measles making strong wave attack throughout regio ... < url >
8KXQQ0D0,adbecks killin it presenting our measles work at # eeid2016 poster session @ Cornell University < url >,positif,adbecks killin presenting measles work # eeid2016 poster session @ cornell university < url >
VMZNBP7E,< user > Mandatory Cooties Vaccination # KidLegislation,négatif,< user > mandatory cooties vaccination # kidlegislation
I986ERYM,"< user > < user > < user > < user > Stop yelling . In my county , 35 % are not immunized because of fear-mongering . Get it ?",positif,"< user > < user > < user > < user > stop yelling . county , 35 % immunized fear-mongering . get ?"
NZDFZMSF,"< user > let me break this down for you . .5 ml of MMR into a child stop measles , mumps , and rubella . Lower that and kid get those",négatif,"< user > let break . .5 ml mmr child stops measles , mumps , rubella . lower kids get"
LFL2M48M,Recently found that smoking marijuana cause a mutation in mouse leading to autism ... Sorry Jim Carey it 's not vaccine # science,négatif,recently found smoking marijuana cause mutation mice leading autism ... sorry jim carey 's vaccines # science
G59ZGAUR,New bill would remove 1 of 3 exemption for vaccination in WA state . I 'll explain at 5 . Tell me if you agree w/lawmaker . # WakeUpWithUs,positif,new bill would remove 1 3 exemptions vaccinations wa state . 'll explain 5 . tell agree w/lawmaker . # wakeupwithus
5DIUYOPZ,Do n't criticize my choice to partially vaccinate my child when you stand there & amp ; run your hand under water for 5 second without soap ...,négatif,n't criticize choice partially vaccinate child stand & amp ; run hands water 5 seconds without soap ...
AFEQ1YMI,Why Measles May Just Be Getting Started < url >,positif,measles may getting started < url >
AZWA5CSQ,"blah , why doe everyone freak when i say i 'm not vaccinating my child ? like , reallly .....",négatif,"blah , everyone freak say 'm vaccinating children ? like , reallly ....."
0P1N1PME,"I used to be skeptical about the connection between vaccine and autism , but then Rob Schneider tossed in his two-cents ...",négatif,"used skeptical connection vaccines autism , rob schneider tossed two-cents ..."
NU6AD79F,"< user > kat , no kidding ! Perry lack credibility on the vaccine issue .",positif,"< user > kat , kidding ! perry lacks credibility vaccine issue ."
WV2MGSQ8,“ < user > . < user > ha confirmed several employee have been diagnosed with measles ” the happiest place on earth,positif,“ < user > . < user > confirmed several employees diagnosed measles ” happiest place earth
D3Y1M3C4,"In 1985,14 student in Corpus Christi , Tx . contracted # measles , .ALL had been vaccinated . 99 % of their classmate were also vaccinated .",négatif,"1985,14 students corpus christi , tx . contracted # measles , .all vaccinated . 99 % classmates also vaccinated ."
SB6QM5XV,First year working at jfbb and already feel like no mmr day will get better than that .,positif,first year working jfbb already feel like mmr day get better .
VVYZ00BW,"Media type : Ask politician whether vaccination should be mandatory , not whether vaccination for kid are a `` good idea . '' Big difference !",positif,"media types : ask politicians whether vaccinations mandatory , whether vaccinations kids `` good idea . '' big difference !"
5HDS7853,Wash. ha highest rate of kid ' vaccine exemption - Seattle Times < url >,positif,wash. highest rate kids ' vaccine exemptions - seattle times < url >
42GBO6DX,Brooklyn Franchise Liaison / Chicago Jennifair # MMLLC # MMR < url > < url >,positif,brooklyn franchise liaison / chicago jennifair # mmllc # mmr < url > < url >
83XZC4TF,Joe went to chain gang for TWO lil measles month And come back thinking `` thing '' mean `` think '' .,positif,joe went chain gang two lil measles months come back thinking `` thing '' means `` think '' .
6EVJNH4L,< user > I hope it 's not measles,positif,< user > hope 's measles
RNP8LUNQ,< user > simple about kid not getting vaccinated . Just do n't let them into school and daycare . Just like if you board dog !,négatif,< user > simple kids getting vaccinated . n't let schools daycare . like board dogs !
8LITT0M7,< user > < user > < user > child R DYING from the # vaccine . Question is : How many death R acceptable ?,négatif,< user > < user > < user > children r dying # vaccines . question : many deaths r acceptable ?
KQUN9UMD,< user > which is exactly why I denied the vaccine for my newborn baby boy ! Educate before you vaccinate ppl !,négatif,< user > exactly denied vaccine newborn baby boy ! educate vaccinate ppl !
MQ2WFX0W,Carlsbad High film project about immunization : Carlsbad High School student produce film about controversial… < url >,positif,carlsbad high film project immunizations : carlsbad high school students produce film controversial… < url >
7N348DJF,“ < user > University to distribute meningitis vaccine that ha n't yet been approved - < user > < url > sound safe,positif,“ < user > university distribute meningitis vaccine n't yet approved - < user > < url > sounds safe
E1JNWY4B,Measles outbreak spark fear of return of a disease via < user > < url >,positif,measles outbreaks spark fears return disease via < user > < url >
VYMT6L6G,"“ < user > With rise in measles , doctor urged to learn to spot symptom < url > в стране есть о чем написать",positif,"“ < user > rise measles , doctors urged learn spot symptoms < url > в стране есть о чем написать"
N4PDUQDD,"< user > let Scarborough know the vaccine-autism study wa refuted in 2010 , after Obama quote .",positif,"< user > let scarborough know vaccine-autism study refuted 2010 , obama quote ."
CN2RER7Y,This is probably the most infectious of all the known virus or illness “ < user > The New Measles < url > # getvax ”,négatif,probably infectious known viruses illnesses “ < user > new measles < url > # getvax ”
Z0SZ2BWR,"AIDS N : BioArt : Katharine Dowson 's Brain Boxes , Crystal Chromosomes & amp ; HIV Vaccine Work < url >",positif,"aids n : bioart : katharine dowson 's brain boxes , crystal chromosomes & amp ; hiv vaccine work < url >"
2ANZSUT7,"From 2001-2008 , a median of 56 measles cases/year were reported to the CDC . 1st 19 week of 2011 ? 118 . Vaccinate your kid . ( Thx Sean )",négatif,"2001-2008 , median 56 measles cases/year reported cdc . 1st 19 weeks 2011 ? 118 . vaccinate kids . ( thx sean )"
CSBZKEAS,Updated vaccination for the kid . Sushi and Shahla always run and hide when I even think ... < url >,négatif,updated vaccinations kids . sushi shahla always run hide even think ... < url >
E7VJUZMS,"I never thought it wa doing any harm , you clowned me , woke my as up . Man down with those hand me down . Social Influenza Virus , TY vaccine",positif,"never thought harm , clowned , woke ass . man hand downs . social influenza virus , ty vaccine"
2FYQHWD3,`` < user > People who complain live longer . Releasing this tension increase immunity & amp ; boost their health . '' i 'll live forever then . Lol .,positif,`` < user > people complain live longer . releasing tension increases immunity & amp ; boosts health . '' 'll live forever . lol .
30CJJCGP,Sublime on MMR . Yes .,positif,sublime mmr . yes .
ACLJKO3M,Also most of the vaccination contain Hg or mercury for you non chemistry people . You can definitely use a little le of that .,négatif,also vaccination contain hg mercury non chemistry people . definitely use little less .
ZQEJIW9G,"“ < user > On average , people who complain live longer -- Releasing this tension increase immunity and boost their health . ”",positif,"“ < user > average , people complain live longer -- releasing tension increases immunity boosts health . ”"
BOL3Q5TN,"While the Potomac Horse Fever vaccine is n't 100 % protective , it doe decrease severity and duration of disease . < url >",négatif,"potomac horse fever vaccine n't 100 % protective , decrease severity duration disease . < url >"
ZU3PQX39,Disneyland is riddled with measles < url > via < user > # BOYCOTTDISNEYLAND,négatif,disneyland riddled measles < url > via < user > # boycottdisneyland
IJGWGN0B,"Here is Penn & amp ; Teller ’ s graphic illustration of # vaccine safety ( beware , some graphic language ) . < url >",négatif,"penn & amp ; teller ’ graphic illustration # vaccine safety ( beware , graphic language ) . < url >"
YGW45CAZ,"Magic purple pill , er , Immunity take care . Key ingredient is elderberry extract . ( @ Health Hutt ) < url >",positif,"magic purple pills , er , immunity take care . key ingredient elderberry extract . ( @ health hutt ) < url >"
LOIWR9C3,Learning about Vaccine & amp ; Medicine safety network for screening exposure in pregnancy # CDCGrandRounds # FriendsNCBDDD < url >,négatif,learning vaccine & amp ; medicine safety network screening exposures pregnancy # cdcgrandrounds # friendsncbddd < url >
1ULAOBVT,“ < user > CDC : Highest number of U.S. measles case since 2000 < url > thanks for spreading the word Jenny McCarthy,positif,“ < user > cdc : highest number u.s. measles cases since 2000 < url > thanks spreading word jenny mccarthy
QISV5KF5,< user > 4th annual Health & amp ; Wellness event # palmspringsunitedmethodist # immunization # backtoschool < url >,positif,< user > 4th annual health & amp ; wellness event # palmspringsunitedmethodist # immunizations # backtoschool < url >
MZJGTSFZ,Did you know that in other country they use smaller dos ( of MMR ) than the US and the vaccine are given to child older than 24 month,positif,know countries use smaller doses ( mmr ) us vaccines given children older 24 months
0UJKOCON,Cool that my doctor office just called me to tell me that the vaccination they gave me for meningitis in May did n't work .. That scare me,positif,cool doctors office called tell vaccination gave meningitis may n't work .. scares
2205WEVQ,HB1902 [ Update ] Motor vehicle ; providing civil immunity for removing child from motor vehicle using forcible ent ... < url >,positif,hb1902 [ update ] motor vehicles ; providing civil immunity removing child motor vehicle using forcible ent ... < url >
7LC6118X,"editing a piece on MHC genes- more diverse mate you have , more diverse MHC gene , higher immunity your child have . SO INTERESTING .",positif,"editing piece mhc genes- diverse mate , diverse mhc genes , higher immunity children . interesting ."
YHFGBYY6,Sea-Tac traveler may have exposed others to measles : A contagious traveler with measles could have exposed those ... < url >,positif,sea-tac traveler may exposed others measles : contagious traveler measles could exposed ... < url >
0ZJEN52P,"Austerity is not a Vaccine to Crisis ... It is a Parasite with Pandemic Potential ! It Drains Life , Killing Slowly ! # OccupyCleveland",positif,"austerity vaccine crisis ... parasite pandemic potential ! drains life , killing slowly ! # occupycleveland"
6Y4SMELK,"It 's world # AIDS day ! May we find a vaccination for this devastating disease . Love those affected , and educate those to about # safesex",négatif,"'s world # aids day ! may find vaccination devastating disease . love affected , educate # safesex"
MUA68AZR,The flu ha killed 13 people . For a total in the valley for 22 people . I got myself and son vaccinated yesterday just to be safe .,négatif,flu killed 13 people . total valley 22 people . got son vaccinated yesterday safe .
9ZD6951Q,Picking up food and a whooping cough vaccine ( @ Safeway ) < url >,négatif,picking food whooping cough vaccine ( @ safeway ) < url >
0WNUAJY7,Talking patient safety & amp ; medical mistake on < user > Should there be a level of immunity or is there a better solution ? # healthcare,positif,talking patient safety & amp ; medical mistakes < user > level immunity better solution ? # healthcare
KQS5VTQG,What is the vaccination rate at your school ? Explore the data . < url >,négatif,vaccination rate school ? explore data . < url >
92T403GZ,I motion we change the name to YOU-sles . # measles # Disneyland # outbreak # vaccine,positif,motion change name you-sles . # measles # disneyland # outbreak # vaccine
3ZK9ABQG,😷 : measles emoji,positif,😷 : measles emoji
4QVHV3YH,"Ok , why are n't people vaccinating kid ? Apparently I 'm expected to make small talk about this shit now .",négatif,"ok , n't people vaccinating kids ? apparently 'm expected make small talk shit ."
A35TNI6J,Vaccinate your kid for the sake of u all . # SVU,négatif,vaccinate kids sake us . # svu
TLGUAE4Y,Access to Fitchburg school is limited amid measles scare -Worcester Telegram < url > # SouthFitchburg # MA,positif,access fitchburg school limited amid measles scare -worcester telegram < url > # southfitchburg #
WX1ZXS3X,The only scary statistic about vaccination out there is how many people believe the garbage that it cause autism # VaccinateYourKids,négatif,scary statistic vaccination many people believe garbage causes autism # vaccinateyourkids
3BMP2OMZ,< user > haha good : D and idk yet maybe 4 ( : ! # 11 do yuu like mmr.lane ? ! Crushh ? ( x,positif,< user > haha good : idk yet maybe 4 ( : ! # 11 yuu like mmr.lane ? ! crushh ? ( x
J5TVC3XM,< user > IMO It 's fine if they do n't vaccinate their kid but I would want to make damn certain that their kid are n't anywhere near mine,négatif,< user > imo 's fine n't vaccinate kids would want make damn certain kids n't anywhere near mine
8AGM8LFE,Vaccinated woman transmitted measles < url > ( via < user >,négatif,vaccinated woman transmitted measles < url > ( via < user >
E88JJ8X0,"Health Department To Conduct Flu Shot Clinic , School Vaccinations < url > via < url >",négatif,"health department conduct flu shot clinic , school vaccinations < url > via < url >"
3ZKJCQYV,The people on NBC 's The Slap are the reason measles are coming back,positif,people nbc 's slap reason measles coming back
KHU2UBU0,< user > you got the measles ?,positif,< user > got measles ?
WN1OKP4X,< user > nah ebola is out ! ! measles is where it 's at now,positif,< user > nah ebola ! ! measles 's
X3UPXWR7,US measles count rise to 121 ; most linked to Disneyland : Health official say the number of measles case in the… < url >,positif,us measles count rises 121 ; linked disneyland : health officials say number measles cases the… < url >
52J98UTY,< user > < user > < user > < user > for example those with immune problem or baby below the vaccination age .,positif,< user > < user > < user > < user > example immune problems babies vaccination age .
HJFP01NK,"3 PREVENTABLE & amp ; TREATABLE : Measles , malaria , & amp ; diarrhea are 3 of the biggest killer of child . # AGWMAfrica # medicalmissions # hope4Africa",positif,"3 preventable & amp ; treatable : measles , malaria , & amp ; diarrhea 3 biggest killers children . # agwmafrica # medicalmissions # hope4africa"
YHBEY8L9,Parents who choose not to vaccinate their child may be liable if another child is infected a a result . < url >,négatif,parents choose vaccinate children may liable another child infected result . < url >
THDDVBOF,"Vaccines galore ! Yesterday Pru got the polio , MMR , DTaP and varicella vaccine and now she 's joining the Big Bang Theory cast . # Autism",négatif,"vaccines galore ! yesterday pru got polio , mmr , dtap varicella vaccines 's joining big bang theory cast . # autism"
3ZN0PVXQ,"Google `` autism and vaccine '' , though , and this study come up right away . That 's a huge problem : < url >",positif,"google `` autism vaccines '' , though , study comes right away . 's huge problem : < url >"
VHHJXV7B,Astrology is real and vaccine cause autism .,négatif,astrology real vaccines cause autism .
5KJ6SF8X,"Back-to-school fair offer information , immunization : Parents are invited to attend three back-to-school fair ... < url >",positif,"back-to-school fairs offer information , immunizations : parents invited attend three back-to-school fairs ... < url >"
PASCOR76,"< user > Not shocked . It 's horribly bad for you . Like , not vaccinating your kid for measles .",négatif,"< user > shocked . 's horribly bad . like , vaccinating kids measles ."
IVNK4DU2,< user > # JennyAsks : Why are there so many green dot ? # Autism # WhoopingCough # vaccineswork < url >,négatif,< user > # jennyasks : many green dots ? # autism # whoopingcough # vaccineswork < url >
4L9TROOW,My mom never did want u to get vaccinated . Only when we absolutely had to for college and shit “ < user > < url >,négatif,moms never want us get vaccinated . absolutely college shit “ < user > < url >
QQZ0JMF1,"I 'LL BE A ... RT < user > On average , people who complain live longer - Releasing this tension increase immunity and boost their health .",positif,"'ll ... rt < user > average , people complain live longer - releasing tension increases immunity boosts health ."
